nombre,nombre_corto,rol,dialogo,num_debate
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Habría que pensarlo, no es una condición que yo en este momento la tenga pensada, yo creo que hay que mejorar las condiciones de producción de energía eólica, energía solar. Hay condiciones en el norte y en el sureste del país para hacerlo y, evidentemente, tranquilizar ese tema.",3
LEONARDO CURZIO,NA,Moderador,"Candidato Anaya, ¿sobre lo nuclear qué me dice?",3
RICARDO ANAYA,Anaya,Candidato,"Primero, no, definitivamente nuclear no. En el último año el promedio de los impuestos que se cobraron por un litro de gasolina fue 33% entre IEPS, IVA, es decir, todas las contribuciones, te lo puedo demostrar. Segundo, construir una refinería es un absoluto disparate, eso cuesta más o menos 120 mil millones de pesos. Y segundo, para cuando se terminara de construir esa refinería, más o menos 2024, va a empezar el declive del consumo de gasolina porque los vehículos eléctricos ya van a costar lo mismo o menos que los de combustión interna. Tenemos más bien que transitar hacia energías limpias, energías renovables.",3
LEONARDO CURZIO,NA,Moderador,¿Qué medidas proponen de combate y mitigación o adaptación para el tema del cambio climático? Candidato Rodríguez Calderón.,3
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Precisamente el menor uso del transporte individual o vehículos. Implementar el mayor uso del transporte público a partir de energía eléctrica y no utilizar la energía a base del petróleo que contamina enormemente. Andrés, la refinería de Nuevo León no la queremos, o sea, contamina demasiado y, evidentemente, produce enormes daños a la sociedad, un poquito para que lo contemples, que no queremos refinerías. En términos de contaminación es enorme, entonces yo propongo ese equilibrio entre el uso y reducir el uso del vehículo para hacer el Tren Rápido del sureste al norte del país, en base a la energía eléctrica, para construir evidentemente los transportes públicos en base a la utilización de energía eléctrica y no en base al combustóleo o diésel, otro tipo de energías que en cierta medida dañan el mundo.",3
LEONARDO CURZIO,NA,Moderador,"Tenemos una tradición en México de vivir a espaldas al mar. ¿Tienen ustedes, candidato Meade, un proyecto de cómo hacer un uso racional del patrimonio marítimo que tenemos, sustentable?",3
JOSÉ ANTONIO MEADE,Meade,Candidato,"Mira, yo creo que es una de las grandes causas del mundo, México es uno de los países con más litorales y somos el catorceavo país en extensión, pero somos aún más importantes en litorales y en la explotación y el cuidado de los océanos. Es un tema bien importante, y dentro de los océanos, de algunas especies específicas como la vaquita marina. Pero deja regresar al tema que le planteas, que digo que es bien interesante, a “El Bronco”. El tema de mitigación y de cambio climático tiene que ver con cómo vemos nuestro futuro, con cómo queremos que sea nuestro país, como queremos aprovechar la basura, cómo queremos que sea el transporte público, con qué materiales queremos construir nuestras casas. ¿Cómo queremos eficientar el uso de los electrodomésticos? Es un tema profundamente innovador, tiene que ver con cómo queremos que sean nuestras ciudades, cómo queremos diseñarlas y por lo tanto, no es un tema que sea abstracto sino que va a cambiar la forma como vimos en México.",3
LEONARDO CURZIO,NA,Moderador,"Gracias, candidato Meade. Hay otro tema que les quiero poner sobre la mesa. Dice Oxfam que hay 27 millones de compatriotas nuestros que viven en municipios que son altamente sensibles a desastres naturales, y estos se han incrementado por el cambio, su intensidad, por el presente cambio climático. ¿Tienen, candidato López Obrador, alguna propuesta para esto…?",3
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,Sí…,3
LEONARDO CURZIO,NA,Moderador,¿Para hacerlos más resilientes?,3
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Sí, sí.",3
LEONARDO CURZIO,NA,Moderador,Dígame.,3
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Se va, se van a plantar árboles frutales maderables, tenemos un plan para sembrar un millón de hectáreas de árboles frutales y maderables en el sur sureste del país con un efecto multiplicador, primero lo ambiental porque se echó abajo la selva, se deforestó de manera irracional, todo esto ha ocasionado muchos problemas, erosiones y esa fragilidad que se tiene donde vive la gente más humilde, más pobre. Primero eso, segundo que es algo muy importante, decía yo que el campo es la fábrica más…",3
LEONARDO CURZIO,NA,Moderador,"Gracias, gracias candidato, se terminó su tiempo. A ver, tienen tiempo el candidato Rodríguez Calderón, el candidato Meade y el candidato Anaya. Si no me toman la palabra, voy a terminar la mesa.",3
JOSÉ ANTONIO MEADE,Meade,Candidato,"Déjame un poco, hablando de la visión de futuro y de cómo queremos que sea de las ciudades hacia delante y, y podemos un poco revisar de nuevo y llama la atención, parte de la agenda del cambio climático tiene que ver con el transporte público masivo. Eso implica, y nosotros hemos planteado, 100 ciudades en donde vamos a modernizar el transporte público para que sea más ágil, para que sea más eficiente, más moderno y más seguro. Pero podemos ver también aquí en la mesa, quién cree en el transporte público masivo. Andrés Manuel, por ejemplo, no invirtió un solo peso en Metro cuando fue jefe del de Gobierno. La Ciudad de México es la púnica gran capital del mundo que no tiene un bordo para convertir la basura en energía y probablemente la única capital de un país del G20 que no trataba el agua.",3
LEONARDO CURZIO,NA,Moderador,"Gracias, candidato Meade. Candidato Rodríguez Calderón.",3
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Hoy hay tecnología para tratar el agua, hay que tratar toda el agua para poder conservar a nuestro mundo y nuestro país. Hay que reducir, hay que pensar en reducir la semana laboral, ir pensando en eso para desincentivar el uso del vehículo, hay que buscar alternativas de que la gente pueda trabajar mucho más cerca de su casa y para eso hay que hacer todo un proyecto y un programa que haga que la industria domiciliaria llegue a México.",3
LEONARDO CURZIO,NA,Moderador,"Gracias, candidato. Candidato Anaya. Candidato López Obrador, usted ya no tiene réplica pero, candidato Anaya, ¿con las áreas naturales protegidas qué hacemos?",3
RICARDO ANAYA,Anaya,Candidato,"Aplicación de la ley, sí, que se respeten las áreas naturales protegidas es el principal activo que tenemos justamente para evitar que haya tantos gases de efecto invernadero que están provocando el cambio climático. Quiero decir tres cosas más: La primera, que quede constancia, Andrés Manuel, que negaste que se le hayan otorgado contratos con 170 millones a tu amigo Riovo. Lo voy a demostrar, voy a presentar las pruebas porque tú hablas e combatir la corrupción pero de dientes para. Afuera. Segundo, públicamente, entren a esta página y lo van a ver, te has comprometido a no perseguir la corrupción en este sexenio. Y tercero, una propuesta más, si instalamos paneles solares como estos en el techo de las casas, con tres módulos es suficiente para que el recibo promedio en México llegue en ceros, éste va a ser un programa nacional.",3
LEONARDO CURZIO,NA,Moderador,Gracias candidato Anaya. Tiene dos segundos candidato Meade.,3
JOSÉ ANTONIO MEADE,Meade,Candidato,Mucha surte para la selección.,3
LEONARDO CURZIO,NA,Moderador,"Ahora vienen los minutos de cierre tienen un minuto cada uno de ustedes para cerrar éste nuestro tercer debate, para cerrar el último debate de esta elección presidencial. El primero que tiene la palabra, un minuto candidato Andrés Manuel López Obrador.",3
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Amigas, amigos, mexicanas, mexicanos estamos a unos días, 18 días de una elección histórica, vamos a hacer historia, vamos a transformar al país, ha habido cuatro, tres transformaciones en la historia del país y vamos nosotros a llevar a cabo la cuarta transformación, vamos a hacerlo para sacar a nuestro querido México del atraso en que se encuentra en el atolladero, que lo han metido los políticos corruptos sobre todo los de la mafia del poder, los del PRIAN, les invita a participar en esta elección que vamos a llevar a cabo todos los mexicanos, vamos a hacer historia, no tengamos miedo, vamos a construir una auténtica democracia, y con mucho entusiasmo. Vamos a gritar el primero de julio “Viva México”.",3
CARLOS PUIG,NA,Moderador,"Gracias candidato López Obrador, toca el turno, un minuto candidato Rodríguez Calderón.",3
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Dicen las encuestas que el 86% de los mexicanos cree que Alemania va a ganar la Copa del Mundo, el juego contra México. Entonces para qué fregado mandamos a la selección, quién estaría de acuerdo en darle la copa Alemania sin jugar, dice las encuestas que el 39% de los mexicanos cree que Andrés Manuel va a ganar. Pues de una vez vamos a ponerle la banda presidencial ahorita y nos ahorramos la elección. Miles de millones de pesos nos ahorraríamos con ese caso, el Mundial no se ha jugado hoy, ni tampoco hoy la elección, por eso los tres son lo mismo, los tres los han visto hoy mismo, son quienes les han chupado la sangre de su dinero todo el tiempo, vota Bronco, vota independiente. Atrévete, quítate la pata del pescuezo. Atrévete a ser valiente y decir que ya jubilemos a estos tres personajes que se vayan a su casa, pero sin pensión, que eviten estarse peleando, los tres están denunciados, los tres pueden ir a la cárcel, los tres han engañado a la sociedad, los tres no son lo que dicen. Así que gracias vota por el Bronco.",3
CARLOS PUIG,NA,Moderador,"Tiempo candidato Rodríguez Calderón, un minuto el candidato José Antonio Meade. Adelante.",3
JOSÉ ANTONIO MEADE,Meade,Candidato,"Hemos decidido de nuestros pares un país de oportunidades y de retos, tenemos la obligación de trabajar para que nuestros hijos reciban de nosotros un país mejor, yo te garantizo que México va a crecer, que vamos a acabar con la pobreza de los niños, que le vamos a dar mejores oportunidades a las mujeres, que se les va a generar más empleo y que va a estar mejor pagado, en pocas palabras que ustedes progresen, que vivan más seguros y que vivan mejor, en un día van a votar por seis años, hay que reflexionar nuestro voto, yo les pido su voto de confianza para ser su presidente, para trabajar en equipo con sus familias y para garantizar el futuro de sus hijos, les pido su voto conmigo a ti te va a ir muy bien. Vamos a ganar. ¡Qué viva México!",3
CARLOS PUIG,NA,Moderador,"Gracias candidato Meade, candidato Anaya un minuto de cierre.",3
RICARDO ANAYA,Anaya,Candidato,"Faltan sólo 19 días para la elección, de que México va a cambiar no hay duda, mucho más de la mitad del país ya no quiere saber del PRI, y la gran mayoría tampoco quiere saber nada de López Obrador, no se trata de votar por lo que nos divide, sino de votar por lo que nos une como mexicanos. Yo quiero un México en el que el gobierno se conduzca con honestidad. Quiero un México con gobernantes a la altura de la mamá y de papá que se quitan el pan de la boca para dárselo a sus hijos. Yo quiero un México en paz y quiero que juntos a golpes de esfuerzo y de amor por la patria lo hagamos realidad, si tú quieres ese mismo México te invito a que salgas a votar, a que votes con todas tus fuerzas, lo vamos a lograr. Transformemos el enojo en esperanza y la esperanza en felicidad, vamos a ganar.",3
CARLOS PUIG,NA,Moderador,"Gracias, candidato Ricardo Anaya. Con estas cuatro intervenciones finales llega a su fin este el tercer debate presidencial, muchísimas gracias a los cuatro candidatos presidenciales por aceptar la invitación a participar en estos tres debates que contribuirán no me queda duda a la ciudadanía acuda a las urnas el 1 de julio de manera informada. Hemos conocido el pensamiento, las propuestas de gobierno y sí, el humor de los cuatro candidatos en su desempeño durante los debates, estos ejercicios marcan ya un antes y un después. Enhorabuena pues para la democracia y la cultura del debate respetuoso de ideas, gracias de nueva cuenta al Gran Museo del Mundo Maya, gracias a la extraordinaria ciudad de Mérida, al ITESO y a la Universidad Veracruzana, y a todos ustedes que nos acompañaron en uno, en dos, o los tres debates presidenciales. Muchísimas gracias, ha sido mi privilegio estar aquí con Gabriela Warkentin, gracias, Gaby.",3
GABRIELA WARKENTIN,NA,Moderador,"Gracias, Carlos.",3
CARLOS PUIG,NA,Moderador,"Y con Leonardo Curzio. Gracias, Leonardo.",3
LEONARDO CURZIO,NA,Moderador,"Gracias Carlos, candidatos.",3
CARLOS PUIG,NA,Moderador,"Ahora el Instituto Electoral los invita a que este 1 de julio todos acudamos a las urnas y votemos en libertad. Hasta pronto, muy buenas noches.",3
